	agt	league	split	playoffs	date	game	patch	side	team	ban1	ban2	ban3	ban4	ban5	gamelength	result	kills	deaths	assists	doublekills	triplekills	quadrakills	pentakills	firstblood	team kpm	firstdragon	dragons	opp_dragons	elementaldrakes	opp_elementaldrakes	infernals	mountains	clouds	oceans	dragons (type unknown)	elders	opp_elders	firstherald	heralds	opp_heralds	firstbaron	barons	opp_barons	firsttower	towers	opp_towers	firstmidtower	firsttothreetowers	inhibitors	opp_inhibitors	damagetochampions	dpm	damageshare	damagetakenperminute	damagemitigatedperminute	wardsplaced	wpm	wardskilled	wcpm	controlwardsbought	visionscore	vspm	totalgold	earnedgold	earned gpm	earnedgoldshare	goldspent	gspd	total cs	minionkills	monsterkills	monsterkillsownjungle	monsterkillsenemyjungle	cspm	goldat10	xpat10	csat10	opp_goldat10	opp_xpat10	opp_csat10	golddiffat10	xpdiffat10	csdiffat10	goldat15	xpat15	csat15	opp_goldat15	opp_xpat15	opp_csat15	golddiffat15	xpdiffat15	csdiffat15
157	ESPORTSTMNT01/1306370	LCK	Spring	0	2020/2/15 9:51	3	10.02	Red	DRX	Akali	Aphelios	Sett	Braum	Rakan	1506	1	8	3	24	1	0	0	0	0	0.3187	1	2	1	2	1	0	1	1	0	NaN	0	0	0	1	1	1	1	0	1	7	4	1	1	1	0	31122	1239.9203	NaN	2436.3347	2087.6096	81	3.2271	43	1.7131	40	176	7.012	46251	29512	1175.7769	NaN	39825	-0.000452	NaN	742	163	119	8	36.0558	15359	19487	358	14557	18654	317	802	833	41	25036	30854	572	23658	29772	502	1378	1082	70
158	ESPORTSTMNT01/1306381	LCK	Spring	0	2020/2/15 10:37	1	10.02	Blue	Hanwha Life Esports	Lucian	Elise	Akali	LeBlanc	Kennen	2510	1	24	12	75	3	1	0	0	0	0.5737	1	4	2	4	2	0	1	0	3	NaN	0	0	1	1	1	1	1	1	1	8	5	0	1	1	1	97425	2328.8845	NaN	3063.0598	4208.4143	169	4.0398	86	2.0558	69	361	8.6295	78324	51344	1227.3466	NaN	70100	-0.022609	NaN	1080	262	161	36	32.0797	14878	18969	333	15350	18712	342	-472	257	-9	22663	28400	489	24273	29915	533	-1610	-1515	-44
159	ESPORTSTMNT01/1306381	LCK	Spring	0	2020/2/15 10:37	1	10.02	Red	SANDBOX Gaming	Aphelios	Olaf	Sett	Ornn	Rumble	2510	0	12	24	28	2	0	0	0	1	0.2869	0	2	4	2	4	0	0	1	1	NaN	0	0	0	1	1	0	1	1	0	5	8	1	0	1	1	92526	2211.7769	NaN	2992.9721	2898.6215	200	4.7809	84	2.008	61	406	9.7052	73333	46353	1108.0398	NaN	71703	0.022609	NaN	1123	273	194	8	33.3705	15350	18712	342	14878	18969	333	472	-257	9	24273	29915	533	22663	28400	489	1610	1515	44
160	ESPORTSTMNT01/1306406	LCK	Spring	0	2020/2/15 12:20	2	10.02	Blue	SANDBOX Gaming	Yuumi	Olaf	Elise	Ornn	Soraka	2647	0	16	14	41	1	0	0	0	1	0.3627	0	3	4	3	4	0	2	1	0	NaN	0	0	1	2	0	0	1	2	1	6	7	1	1	0	1	76790	1740.612	NaN	2610.17	3690.51	204	4.6241	101	2.2894	75	434	9.8376	79465	51088	1158.0204	NaN	74050	0.033991	NaN	1237	310	173	45	35.0661	15723	19095	352	14321	17982	323	1402	1113	29	24946	30729	564	21828	28446	528	3118	2283	36
161	ESPORTSTMNT01/1306406	LCK	Spring	0	2020/2/15 12:20	2	10.02	Red	Hanwha Life Esports	Lucian	Akali	Gragas	Thresh	Nautilus	2647	1	14	16	40	1	0	0	0	0	0.3173	1	4	3	4	3	0	3	0	1	NaN	0	0	0	0	2	1	2	1	0	7	6	0	0	1	0	79641	1805.2361	NaN	2430.306	3128.1148	231	5.2361	97	2.1987	85	413	9.3615	78846	50469	1143.9894	NaN	71575	-0.033991	NaN	1215	260	201	10	33.4341	14321	17982	323	15723	19095	352	-1402	-1113	-29	21828	28446	528	24946	30729	564	-3118	-2283	-36
162	ESPORTSTMNT01/1296638	LCK	Spring	0	2020/2/16 6:06	1	10.02	Blue	DAMWON Gaming	Olaf	Aphelios	Mordekaiser	Yasuo	Braum	1717	1	17	2	47	2	0	0	0	1	0.5941	1	4	0	4	0	0	1	1	2	NaN	0	0	1	1	1	1	1	0	1	11	0	1	1	3	0	56227	1964.834	NaN	2525.8358	2723.0285	97	3.3896	75	2.6209	37	264	9.2254	58878	39987	1397.3326	NaN	50580	0.223785	NaN	874	228	124	30	38.509	16054	18827	359	15569	18931	364	485	-104	-5	26522	32026	597	23741	30505	563	2781	1521	34
163	ESPORTSTMNT01/1296638	LCK	Spring	0	2020/2/16 6:06	1	10.02	Red	KT Rolster	Akali	Sett	Syndra	Varus	Xayah	1717	0	2	17	5	0	0	0	0	0	0.0699	0	0	4	0	4	0	0	0	0	NaN	0	0	0	1	1	0	0	1	0	0	11	0	0	0	3	29993	1048.0955	NaN	2738.4391	1796.191	127	4.438	43	1.5026	53	212	7.4083	43020	24129	843.18	NaN	40400	-0.223785	NaN	794	162	132	0	33.4071	15569	18931	364	16054	18827	359	-485	104	5	23741	30505	563	26522	32026	597	-2781	-1521	-34
164	ESPORTSTMNT01/1296656	LCK	Spring	0	2020/2/16 8:40	2	10.02	Blue	KT Rolster	Rek'Sai	Syndra	Akali	Leona	Mordekaiser	1982	0	7	13	14	0	0	0	0	1	0.2119	0	1	4	1	4	0	0	0	1	NaN	0	0	0	0	2	0	0	2	0	6	9	1	1	0	1	36174	1095.0757	NaN	2628.1937	2982.1695	108	3.2694	53	1.6044	50	267	8.0827	52976	31382	950.0101	NaN	49958	-0.070337	NaN	831	162	107	12	30.0605	14720	17753	318	14723	17879	328	-3	-126	-10	22995	29471	523	24248	29251	557	-1253	220	-34
165	ESPORTSTMNT01/1296656	LCK	Spring	0	2020/2/16 8:40	2	10.02	Red	DAMWON Gaming	Olaf	Ornn	Aphelios	Gragas	Jarvan IV	1982	1	13	7	31	1	0	0	0	0	0.3935	1	4	1	4	1	0	3	1	0	NaN	0	0	1	2	0	1	2	0	1	9	6	0	0	1	0	69216	2095.338	NaN	1976.5489	2816.2765	118	3.5721	60	1.8163	46	275	8.3249	62235	40641	1230.3027	NaN	53600	0.070337	NaN	893	237	128	43	34.2079	14723	17879	328	14720	17753	318	3	126	10	24248	29251	557	22995	29471	523	1253	-220	34
166	ESPORTSTMNT01/1296689	LCK	Spring	0	2020/2/16 10:35	1	10.02	Blue	T1	Zoe	Pantheon	Ornn	Quinn	Bard	2620	1	12	4	20	1	1	0	0	0	0.2748	0	5	1	4	1	1	0	0	3	NaN	1	0	1	1	1	0	1	1	1	7	3	1	1	1	0	67091	1536.4351	NaN	2193.687	2923.145	202	4.626	96	2.1985	62	449	10.2824	74385	46283	1059.916	NaN	66825	0.028304	NaN	1120	271	192	1	31.855	15142	18609	352	15254	18658	343	-112	-49	9	22970	29441	545	22802	28330	518	168	1111	27
167	ESPORTSTMNT01/1296689	LCK	Spring	0	2020/2/16 10:35	1	10.02	Red	Gen.G	Rek'Sai	Sett	Soraka	LeBlanc	Rumble	2620	0	4	12	6	0	0	0	0	1	0.0916	1	1	5	1	4	0	0	1	0	NaN	0	1	0	1	1	1	1	1	0	3	7	0	0	0	1	54122	1239.4351	NaN	2274.7557	2231.9542	171	3.916	105	2.4046	80	366	8.3817	67749	39647	907.9466	NaN	64960	-0.028304	NaN	1132	271	193	22	32.1298	15254	18658	343	15142	18609	352	112	49	-9	22802	28330	518	22970	29441	545	-168	-1111	-27
168	ESPORTSTMNT01/1296707	LCK	Spring	0	2020/2/16 12:02	2	10.02	Blue	Gen.G	Gragas	Rek'Sai	Soraka	Renekton	Nautilus	1861	1	8	1	24	2	0	0	0	1	0.2579	1	3	1	3	1	1	0	2	0	NaN	0	0	1	2	0	0	0	0	1	8	1	1	1	1	0	42247	1362.0742	NaN	1529.5648	1750.7362	107	3.4498	65	2.0956	47	272	8.7695	56886	36526	1177.6249	NaN	51200	0.131668	NaN	951	220	117	43	37.7539	15853	19138	367	14059	17732	292	1794	1406	75	25101	29877	572	21539	28200	484	3562	1677	88
169	ESPORTSTMNT01/1296707	LCK	Spring	0	2020/2/16 12:02	2	10.02	Red	T1	Sett	Ornn	Aphelios	Kalista	Kai'Sa	1861	0	1	8	4	0	0	0	0	0	0.0322	0	1	3	1	3	0	0	0	1	NaN	0	0	0	0	2	0	0	0	0	1	8	0	0	0	1	24861	801.5368	NaN	2006.8243	1845.6851	114	3.6754	43	1.3864	50	232	7.4798	47145	26785	863.568	NaN	44875	-0.131668	NaN	878	184	145	0	34.2397	14059	17732	292	15853	19138	367	-1794	-1406	-75	21539	28200	484	25101	29877	572	-3562	-1677	-88
170	ESPORTSTMNT01/1296710	LCK	Spring	0	2020/2/16 12:54	3	10.02	Blue	T1	Pantheon	Zoe	Akali	Mordekaiser	Yasuo	2322	1	9	4	26	2	0	0	0	0	0.2326	1	4	2	4	2	1	0	2	1	NaN	0	0	1	2	0	0	0	0	1	8	3	1	1	1	0	60347	1559.354	NaN	2521.6021	2777.8553	193	4.9871	95	2.4548	66	392	10.1292	66853	41791	1079.8708	NaN	60850	-0.023276	NaN	1036	290	195	2	34.2636	15085	18896	357	15625	18849	340	-540	47	17	25160	30524	560	24251	30797	552	909	-273	8
171	ESPORTSTMNT01/1296710	LCK	Spring	0	2020/2/16 12:54	3	10.02	Red	Gen.G	Soraka	Sett	Aphelios	Viktor	Nautilus	2322	0	4	9	8	0	0	0	0	1	0.1034	0	2	4	2	4	0	0	2	0	NaN	0	0	0	0	2	0	0	0	0	3	8	0	0	0	1	56888	1469.9742	NaN	2178.2946	2858.1912	186	4.8062	84	2.1705	69	349	9.0181	63363	38301	989.6899	NaN	62283	0.023276	NaN	1082	279	228	5	35.168	15625	18849	340	15085	18896	357	540	-47	-17	24251	30797	552	25160	30524	560	-909	273	-8
172	ESPORTSTMNT02/1292611	LCK	Spring	0	2020/2/19 6:49	1	10.03	Blue	Gen.G	Soraka	Sett	Yuumi	Lee Sin	Yasuo	1919	1	16	4	42	3	0	0	0	1	0.5003	1	4	0	4	0	1	1	2	0	NaN	0	0	1	2	0	1	1	0	1	9	1	1	1	1	0	60624	1895.4872	NaN	2119.7603	2102.0323	135	4.2209	68	2.1261	44	295	9.2236	62580	41628	1301.5529	NaN	57313	0.159231	NaN	965	207	115	30	36.6441	16538	18655	344	14844	18817	318	1694	-162	26	26009	29710	555	22432	29808	512	3577	-98	43
173	ESPORTSTMNT02/1292611	LCK	Spring	0	2020/2/19 6:49	1	10.03	Red	Hanwha Life Esports	Kalista	Aphelios	Xayah	Taric	Tahm Kench	1919	0	4	16	7	0	0	0	0	0	0.1251	0	0	4	0	4	0	0	0	0	NaN	0	0	0	0	2	0	0	1	0	1	9	0	0	0	1	37605	1175.7686	NaN	2610.0469	1973.6842	120	3.752	42	1.3132	54	227	7.0974	49778	28826	901.2819	NaN	48860	-0.159231	NaN	869	211	173	0	33.7676	14844	18817	318	16538	18655	344	-1694	162	-26	22432	29808	512	26009	29710	555	-3577	98	-43
174	ESPORTSTMNT02/1292653	LCK	Spring	0	2020/2/19 8:44	2	10.03	Blue	Hanwha Life Esports	Kalista	Ezreal	Zoe	Gragas	Elise	1678	0	4	20	8	0	0	0	0	0	0.143	0	0	3	0	3	0	0	0	0	NaN	0	0	1	2	0	0	0	1	1	1	11	0	0	0	3	39766	1421.907	NaN	2841.3468	2139.0465	101	3.6114	42	1.5018	46	178	6.3647	42723	24229	866.3528	NaN	40785	-0.117362	NaN	723	159	116	4	31.5375	14865	18084	333	16131	19202	341	-1266	-1118	-8	23087	29214	526	24551	31430	559	-1464	-2216	-33
175	ESPORTSTMNT02/1292653	LCK	Spring	0	2020/2/19 8:44	2	10.03	Red	Gen.G	Soraka	Yuumi	Jarvan IV	Shen	Braum	1678	1	20	4	36	0	0	0	0	1	0.7151	1	3	0	3	0	1	1	0	1	NaN	0	0	0	0	2	1	1	0	0	11	1	1	1	3	0	58848	2104.2193	NaN	2138.7604	1852.4553	113	4.0405	49	1.7521	38	261	9.3325	55875	37381	1336.6269	NaN	45870	0.117362	NaN	781	181	111	27	34.3981	16131	19202	341	14865	18084	333	1266	1118	8	24551	31430	559	23087	29214	526	1464	2216	33
176	ESPORTSTMNT02/1282702	LCK	Spring	0	2020/2/19 10:40	1	10.03	Blue	DRX	Gragas	Rek'Sai	Braum	Azir	Viktor	2068	0	6	19	19	1	1	0	0	0	0.1741	1	1	4	1	4	1	0	0	0	NaN	0	0	1	2	0	0	0	1	1	3	9	1	1	0	2	77888	2259.8066	NaN	3181.6538	3613.9265	139	4.0329	59	1.7118	60	286	8.2979	55026	32554	944.5068	NaN	54375	-0.043537	NaN	859	204	137	8	30.8414	15159	18615	353	15256	19259	351	-97	-644	2	24039	29058	544	24081	30418	531	-42	-1360	13
177	ESPORTSTMNT02/1282702	LCK	Spring	0	2020/2/19 10:40	1	10.03	Red	T1	Aphelios	Yuumi	Zoe	Kindred	Elise	2068	1	19	6	54	1	0	0	0	1	0.5513	0	4	1	4	1	0	3	0	1	NaN	0	0	0	0	2	1	1	0	0	9	3	0	0	2	0	88245	2560.2998	NaN	3225.4932	4268.2979	130	3.7718	75	2.176	56	324	9.4004	64255	41783	1212.2727	NaN	56795	0.043537	NaN	867	247	171	20	32.3211	15256	19259	351	15159	18615	353	97	644	-2	24081	30418	531	24039	29058	544	42	1360	-13
178	ESPORTSTMNT02/1292699	LCK	Spring	0	2020/2/19 11:44	2	10.03	Blue	T1	Yuumi	Zoe	Elise	Rumble	Lee Sin	2041	0	5	15	11	0	0	0	0	1	0.147	0	1	4	1	4	1	0	0	0	NaN	0	0	1	1	0	0	0	1	0	0	11	0	0	0	3	64047	1882.8123	NaN	2902.5772	3321.6365	159	4.6742	48	1.4111	47	251	7.3787	53546	31350	921.6071	NaN	51200	-0.20469	NaN	958	202	165	0	34.1009	14988	18763	342	15768	20188	369	-780	-1425	-27	23511	29428	545	26191	33129	611	-2680	-3701	-66
179	ESPORTSTMNT02/1292699	LCK	Spring	0	2020/2/19 11:44	2	10.03	Red	DRX	Gragas	Soraka	Aphelios	Jarvan IV	Rek'Sai	2041	1	15	5	32	1	0	0	0	0	0.441	1	4	1	4	1	2	0	1	1	NaN	0	0	0	0	1	1	1	0	1	11	0	1	1	3	0	72022	2117.2562	NaN	2865.5365	2716.8741	108	3.1749	89	2.6164	44	281	8.2607	67569	45373	1333.8462	NaN	62875	0.20469	NaN	1036	285	161	43	38.8339	15768	20188	369	14988	18763	342	780	1425	27	26191	33129	611	23511	29428	545	2680	3701	66
180	ESPORTSTMNT02/1292716	LCK	Spring	0	2020/2/19 12:42	3	10.03	Blue	DRX	Gragas	Rek'Sai	Soraka	LeBlanc	Azir	2094	0	3	14	4	0	0	0	0	1	0.086	0	2	3	2	3	0	2	0	0	NaN	0	0	1	1	1	1	1	0	1	5	7	1	1	0	1	63034	1806.1318	NaN	2441.1175	3320.9169	135	3.8682	79	2.2636	52	287	8.2235	58927	36190	1036.9628	NaN	56405	-0.015655	NaN	1057	231	159	7	36.9054	16117	19678	374	15117	19189	354	1000	489	20	24842	31436	595	23655	31286	572	1187	150	23
181	ESPORTSTMNT02/1292716	LCK	Spring	0	2020/2/19 12:42	3	10.03	Red	T1	Aphelios	Yuumi	Zoe	Elise	Kindred	2094	1	14	3	42	3	0	0	0	0	0.4011	1	3	2	3	2	1	1	1	0	NaN	0	0	0	1	1	0	0	1	0	7	5	0	0	1	0	60717	1739.7421	NaN	2835.3868	2998.51	167	4.7851	73	2.0917	59	351	10.0573	64060	41323	1184.0401	NaN	57295	0.015655	NaN	1033	279	186	28	37.5931	15117	19189	354	16117	19678	374	-1000	-489	-20	23655	31286	572	24842	31436	595	-1187	-150	-23
182	ESPORTSTMNT02/1283124	LCK	Spring	0	2020/2/20 7:40	1	10.03	Blue	Griffin	Zoe	Lee Sin	Sett	Karthus	Sylas	2080	1	13	1	33	2	0	0	0	1	0.375	1	5	0	4	0	0	1	1	2	NaN	1	0	1	1	0	1	2	0	1	10	4	1	1	1	0	54440	1570.3846	NaN	2820.3462	2717.7115	142	4.0962	56	1.6154	59	301	8.6827	66378	43784	1263	NaN	59850	0.090227	NaN	982	225	146	12	34.8173	16199	19482	351	15247	19512	356	952	-30	-5	24287	30331	538	23703	31790	571	584	-1459	-33
183	ESPORTSTMNT02/1283124	LCK	Spring	0	2020/2/20 7:40	1	10.03	Red	DAMWON Gaming	Aphelios	Qiyana	Ornn	Soraka	Nautilus	2080	0	1	13	3	0	0	0	0	0	0.0288	0	0	5	0	4	0	0	0	0	NaN	0	1	0	0	1	0	0	2	0	4	10	0	0	0	1	66250	1911.0577	NaN	2453.3654	2375.6827	105	3.0288	60	1.7308	46	245	7.0673	55738	33144	956.0769	NaN	54683	-0.090227	NaN	982	247	175	21	35.4519	15247	19512	356	16199	19482	351	-952	30	5	23703	31790	571	24287	30331	538	-584	1459	33
184	ESPORTSTMNT02/1283134	LCK	Spring	0	2020/2/20 8:45	2	10.03	Blue	DAMWON Gaming	Azir	Aphelios	Yuumi	Olaf	Irelia	1716	1	6	2	17	2	0	0	0	1	0.2098	1	3	1	3	1	0	1	0	2	NaN	0	0	1	2	0	1	1	0	1	10	1	1	1	2	0	30408	1063.2168	NaN	1417.5524	1983.8462	96	3.3566	59	2.0629	43	246	8.6014	54451	35570	1243.7063	NaN	49300	0.207051	NaN	885	211	118	25	38.3217	15935	19151	350	14923	18150	322	1012	1001	28	24985	30031	554	22387	28762	518	2598	1269	36
185	ESPORTSTMNT02/1283134	LCK	Spring	0	2020/2/20 8:45	2	10.03	Red	Griffin	Sett	Zoe	Lee Sin	Aatrox	Lucian	1716	0	2	6	6	0	0	0	0	0	0.0699	0	1	3	1	3	1	0	0	0	NaN	0	0	0	0	2	0	0	1	0	1	10	0	0	0	2	17677	618.0769	NaN	1700.8392	1238.7762	108	3.7762	51	1.7832	37	195	6.8182	43157	24276	848.8112	NaN	40050	-0.207051	NaN	803	176	143	2	34.2308	14923	18150	322	15935	19151	350	-1012	-1001	-28	22387	28762	518	24985	30031	554	-2598	-1269	-36
186	ESPORTSTMNT02/1283146	LCK	Spring	0	2020/2/20 9:38	3	10.03	Blue	Griffin	Sett	Lee Sin	Rek'Sai	Renekton	Syndra	1766	0	5	12	8	0	0	0	0	0	0.1699	1	1	3	1	3	0	1	0	0	NaN	0	0	0	1	1	0	0	0	0	2	10	0	0	0	2	22371	760.0566	NaN	2433.5674	2133.9751	103	3.4994	57	1.9366	45	209	7.1008	45843	26452	898.7089	NaN	43085	-0.044213	NaN	803	153	114	5	32.4802	14393	17428	310	17211	18246	335	-2818	-818	-25	23265	28927	489	26011	28907	519	-2746	20	-30
187	ESPORTSTMNT02/1283146	LCK	Spring	0	2020/2/20 9:38	3	10.03	Red	DAMWON Gaming	Aphelios	Ornn	Azir	Qiyana	Taliyah	1766	1	12	5	35	3	0	0	0	1	0.4077	0	3	1	3	1	2	0	1	0	NaN	0	0	1	1	1	0	0	0	1	10	2	1	1	2	0	51607	1753.3522	NaN	1565.7758	1637.2254	131	4.4507	43	1.4609	44	260	8.8335	54972	35581	1208.8675	NaN	45033	0.044213	NaN	836	207	125	31	35.436	17211	18246	335	14393	17428	310	2818	818	25	26011	28907	519	23265	28927	489	2746	-20	30
188	ESPORTSTMNT02/1283154	LCK	Spring	0	2020/2/20 10:39	1	10.03	Blue	KT Rolster	Qiyana	Soraka	Olaf	Pantheon	Leona	2436	0	10	14	32	0	0	0	0	0	0.2463	1	3	4	3	4	0	1	2	0	NaN	0	0	1	2	0	0	0	1	1	5	6	1	1	0	1	70614	1739.2611	NaN	3377.4631	4427.8571	178	4.3842	98	2.4138	70	367	9.0394	64678	38453	947.1182	NaN	63290	0.023014	NaN	1004	250	179	9	30.8867	15072	18554	352	15499	18955	356	-427	-401	-4	24536	29814	552	22988	29931	552	1548	-117	0
189	ESPORTSTMNT02/1283154	LCK	Spring	0	2020/2/20 10:39	1	10.03	Red	SeolHaeOne Prince	Sett	Aphelios	Jarvan IV	Kennen	Tahm Kench	2436	1	14	10	41	2	1	0	0	1	0.3448	0	4	3	4	3	0	0	3	1	NaN	0	0	0	0	2	1	1	0	0	6	5	0	0	1	0	108230	2665.7635	NaN	2226.8966	2830.5911	196	4.8276	104	2.5616	57	439	10.8128	70044	43819	1079.2857	NaN	61850	-0.023014	NaN	1063	249	177	8	32.3153	15499	18955	356	15072	18554	352	427	401	4	22988	29931	552	24536	29814	552	-1548	117	0
190	ESPORTSTMNT02/1283186	LCK	Spring	0	2020/2/20 12:10	2	10.03	Blue	SeolHaeOne Prince	Lucian	Sett	Miss Fortune	Varus	Ezreal	2085	1	13	6	34	2	0	0	0	0	0.3741	0	3	2	3	2	0	3	0	0	NaN	0	0	1	1	1	1	1	0	1	8	4	0	1	1	0	74140	2133.5252	NaN	2272.9784	2984.8058	133	3.8273	50	1.4388	56	268	7.7122	60410	37765	1086.7626	NaN	56050	0.055278	NaN	839	260	166	28	31.6259	14838	18414	339	14342	17617	312	496	797	27	24022	27813	509	23973	28887	505	49	-1074	4
191	ESPORTSTMNT02/1283186	LCK	Spring	0	2020/2/20 12:10	2	10.03	Red	KT Rolster	Soraka	Illaoi	Aphelios	Jarvan IV	Qiyana	2085	0	6	13	12	1	0	0	0	1	0.1727	1	2	3	2	3	0	0	1	1	NaN	0	0	0	1	1	0	0	1	0	4	8	1	0	0	1	54457	1567.1079	NaN	2750.4748	2743.6835	117	3.3669	59	1.6978	59	264	7.5971	54405	31760	913.9568	NaN	53035	-0.055278	NaN	866	181	130	9	30.1295	14342	17617	312	14838	18414	339	-496	-797	-27	23973	28887	505	24022	27813	509	-49	1074	-4
192	ESPORTSTMNT02/1293718	LCK	Spring	0	2020/2/21 7:19	1	10.03	Blue	SANDBOX Gaming	Soraka	Pantheon	Jarvan IV	Renekton	Qiyana	2677	0	11	17	25	2	0	0	0	0	0.2465	0	2	4	2	4	0	0	0	2	NaN	0	0	1	1	1	1	2	1	1	6	8	0	0	0	1	76284	1709.7647	NaN	2694.0381	3162.7867	200	4.4826	82	1.8379	75	342	7.6653	73702	45019	1009.0176	NaN	74313	0.055813	NaN	1039	278	178	21	29.5181	15098	18725	349	15396	18663	319	-298	62	30	24052	28036	531	23946	27782	496	106	254	35
193	ESPORTSTMNT02/1293718	LCK	Spring	0	2020/2/21 7:19	1	10.03	Red	Afreeca Freecs	Lucian	Aphelios	Syndra	Olaf	Azir	2677	1	17	11	43	1	0	0	0	1	0.381	1	4	2	4	2	1	1	0	2	NaN	0	0	0	1	1	0	1	2	0	8	6	1	1	1	0	95985	2151.3261	NaN	2350.3325	2431.4681	215	4.8188	106	2.3758	75	457	10.2428	77965	49282	1104.5648	NaN	70278	-0.055813	NaN	1101	256	165	33	30.4146	15396	18663	319	15098	18725	349	298	-62	-30	23946	27782	496	24052	28036	531	-106	-254	-35
194	ESPORTSTMNT02/1293757	LCK	Spring	0	2020/2/21 9:00	2	10.03	Blue	Afreeca Freecs	Soraka	Zoe	Syndra	LeBlanc	Sejuani	2055	0	7	13	18	1	1	0	0	1	0.2044	0	1	3	1	3	0	1	0	0	NaN	0	0	0	1	1	0	0	0	0	1	9	0	0	0	1	57634	1682.7445	NaN	2524.146	3027.9416	122	3.562	60	1.7518	55	265	7.7372	53580	31241	912.146	NaN	51125	-0.089678	NaN	911	193	161	0	32.2336	14022	18117	306	15263	18929	345	-1241	-812	-39	21467	28968	499	23893	29775	546	-2426	-807	-47
195	ESPORTSTMNT02/1293757	LCK	Spring	0	2020/2/21 9:00	2	10.03	Red	SANDBOX Gaming	Aphelios	Lucian	Pantheon	Gangplank	Olaf	2055	1	13	7	39	3	1	0	0	0	0.3796	1	3	1	3	1	0	1	1	1	NaN	0	0	1	1	1	0	0	0	1	9	1	1	1	1	0	63596	1856.8175	NaN	2533.9854	2819.4161	122	3.562	67	1.9562	55	293	8.5547	62019	39680	1158.5401	NaN	55925	0.089678	NaN	972	214	149	5	34.6277	15263	18929	345	14022	18117	306	1241	812	39	23893	29775	546	21467	28968	499	2426	807	47
196	ESPORTSTMNT02/1293762	LCK	Spring	0	2020/2/21 9:52	3	10.03	Blue	SANDBOX Gaming	Soraka	Pantheon	Aphelios	Gangplank	Ekko	1917	0	6	16	18	1	0	0	0	0	0.1878	0	0	4	0	4	0	0	0	0	NaN	0	0	0	0	2	0	0	1	0	1	8	0	0	0	1	52954	1657.4022	NaN	2418.6541	2704.9765	111	3.4742	56	1.7527	44	198	6.1972	48441	27510	861.0329	NaN	47260	-0.067767	NaN	804	190	154	4	31.1111	14136	17148	311	15724	18664	317	-1588	-1516	-6	23593	28762	476	24693	28741	490	-1100	21	-14
197	ESPORTSTMNT02/1293762	LCK	Spring	0	2020/2/21 9:52	3	10.03	Red	Afreeca Freecs	Lucian	Syndra	Jarvan IV	Olaf	Rek'Sai	1917	1	16	6	39	1	1	1	1	1	0.5008	1	4	0	4	0	0	1	1	2	NaN	0	0	1	2	0	1	1	0	1	8	1	1	1	1	0	59055	1848.3568	NaN	2387.6682	2268.1377	135	4.2254	66	2.0657	47	315	9.8592	58055	37124	1161.9405	NaN	50575	0.067767	NaN	833	159	101	6	31.0485	15724	18664	317	14136	17148	311	1588	1516	6	24693	28741	490	23593	28762	476	1100	-21	14
198	ESPORTSTMNT02/1293784	LCK	Spring	0	2020/2/21 11:26	1	10.03	Blue	DRX	Sett	Morgana	Soraka	Renekton	Mordekaiser	2211	1	11	2	31	0	0	0	0	0	0.2985	0	4	1	4	1	0	0	3	1	NaN	0	0	1	2	0	1	1	0	1	10	3	1	1	3	0	56866	1543.175	NaN	2534.844	2594.2469	135	3.6635	69	1.8725	48	338	9.1723	67574	43644	1184.3691	NaN	60175	0.064942	NaN	1040	286	161	51	35.9837	15268	18554	344	14035	17679	305	1233	875	39	24188	30587	577	22622	30038	519	1566	549	58
199	ESPORTSTMNT02/1293784	LCK	Spring	0	2020/2/21 11:26	1	10.03	Red	Gen.G	Aphelios	Ornn	Yuumi	Thresh	Tahm Kench	2211	0	2	11	5	0	0	0	0	1	0.0543	1	1	4	1	4	1	0	0	0	NaN	0	0	0	0	2	0	0	1	0	3	10	0	0	0	3	56152	1523.7992	NaN	2193.9213	1985.7802	158	4.2877	68	1.8453	59	307	8.3311	57337	33407	906.5672	NaN	56390	-0.064942	NaN	1059	201	140	15	34.1927	14035	17679	305	15268	18554	344	-1233	-875	-39	22622	30038	519	24188	30587	577	-1566	-549	-58
200	ESPORTSTMNT02/1293792	LCK	Spring	0	2020/2/21 12:27	2	10.03	Blue	Gen.G	Olaf	Yuumi	Aatrox	Renekton	Karma	1855	1	19	3	45	4	2	0	0	1	0.6146	0	3	1	3	1	0	1	0	2	NaN	0	0	1	2	0	1	1	0	1	10	1	1	1	2	0	49768	1609.7466	NaN	1923.655	2415.0081	116	3.752	55	1.779	60	272	8.7978	60911	40612	1313.5957	NaN	54905	0.172348	NaN	846	207	124	27	34.0593	17161	19048	309	14353	17453	303	2808	1595	6	27829	30398	515	22083	27849	486	5746	2549	29
201	ESPORTSTMNT02/1293792	LCK	Spring	0	2020/2/21 12:27	2	10.03	Red	DRX	Sett	Ornn	Aphelios	Rek'Sai	Lee Sin	1855	0	3	19	7	0	0	0	0	0	0.097	1	1	3	1	3	1	0	0	0	NaN	0	0	0	0	2	0	0	1	0	1	10	0	0	0	2	37161	1201.973	NaN	2290.6415	1471.9569	114	3.6873	47	1.5202	54	222	7.1806	49179	28880	934.124	NaN	46193	-0.172348	NaN	857	186	144	4	33.7358	14353	17453	303	17161	19048	309	-2808	-1595	-6	22083	27849	486	27829	30398	515	-5746	-2549	-29
